seed,commissioning_n,selection_rank,sample_nr,label,label_name,unique_label_count,labels_json,has_single_label,row_count,first_global_row,last_global_row,contiguous_segment_count,rows_are_contiguous,first_timestamp,last_timestamp,minimum_timestamp,maximum_timestamp,duration_seconds,timestamp_decrease_count,timestamp_equal_count,positive_delta_count,timestamps_monotonic_nondecreasing,mean_positive_delta_seconds,std_positive_delta_seconds,minimum_positive_delta_seconds,maximum_positive_delta_seconds,estimated_sampling_rate_hz,runtime_state_count,runtime_states_json,exclusion_reason,protocol_eligible,partition
13,10,1,1747,0,normal_tightening,1,[0],True,1524,2704434,2705957,1,True,15805.034,15820.274,15805.034,15820.274,15.24,0,0,1523,True,0.0100065659882,0.000256157704535,0.00999999999658,0.0199999999986,99.9343832021,3,"[0, 1, 2]",,True,commissioning
13,10,2,2292,0,normal_tightening,1,[0],True,1566,3550637,3552202,1,True,14883.59,14899.28,14883.59,14899.28,15.69,0,0,1565,True,0.0100255591054,0.000504913642628,0.00999999999476,0.0200000000059,99.7450605481,3,"[0, 1, 2]",,True,commissioning
13,10,3,2610,0,normal_tightening,1,[0],True,1627,4059603,4061229,1,True,26955.11,26971.37,26955.11,26971.37,16.26,0,0,1626,True,0.01,0.0,0.0099999999984,0.010000000002,100.0,2,"[1, 2]",,True,commissioning
13,10,4,3708,0,normal_tightening,1,[0],True,1472,5633877,5635348,1,True,1995.938,2010.648,1995.938,2010.648,14.71,0,0,1471,True,0.01,1.37251640234e-09,0.00999999999999,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,10,5,3180,0,normal_tightening,1,[0],True,1721,4847901,4849621,1,True,14882.605,14899.895,14882.605,14899.895,17.29,0,0,1720,True,0.0100523255814,0.0016166450146,0.00999999999476,0.0699999999997,99.4794679005,3,"[0, 1, 2]",,True,commissioning
13,10,6,3152,0,normal_tightening,1,[0],True,1681,4809173,4810853,1,True,14173.278,14190.578,14173.278,14190.578,17.3,0,0,1680,True,0.0102976190476,0.00327791949807,0.0099999999984,0.0799999999999,97.1098265896,3,"[0, 1, 2]",,True,commissioning
13,10,7,2506,0,normal_tightening,1,[0],True,1645,3893761,3895405,1,True,10146.679,10163.139,10146.679,10163.139,16.46,0,0,1644,True,0.0100121654501,0.000348577829259,0.0099999999984,0.0200000000004,99.8784933171,3,"[0, 1, 2]",,True,commissioning
13,10,8,1627,0,normal_tightening,1,[0],True,1266,2520810,2522075,1,True,4168.941,4181.591,4168.941,4181.591,12.65,0,0,1265,True,0.01,0.0,0.0099999999984,0.0100000000011,100.0,3,"[0, 1, 2]",,True,commissioning
13,10,9,3614,0,normal_tightening,1,[0],True,1184,5484594,5485777,1,True,16991.67,17003.5,16991.67,17003.5,11.83,0,0,1183,True,0.01,1.12266870693e-09,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,10,10,3850,0,normal_tightening,1,[0],True,1552,5854035,5855586,1,True,23140.683,23156.203,23140.683,23156.203,15.52,0,0,1551,True,0.0100064474533,0.000253836488535,0.0099999999984,0.0200000000004,99.9355670103,2,"[1, 2]",,True,commissioning
13,25,1,1747,0,normal_tightening,1,[0],True,1524,2704434,2705957,1,True,15805.034,15820.274,15805.034,15820.274,15.24,0,0,1523,True,0.0100065659882,0.000256157704535,0.00999999999658,0.0199999999986,99.9343832021,3,"[0, 1, 2]",,True,commissioning
13,25,2,2292,0,normal_tightening,1,[0],True,1566,3550637,3552202,1,True,14883.59,14899.28,14883.59,14899.28,15.69,0,0,1565,True,0.0100255591054,0.000504913642628,0.00999999999476,0.0200000000059,99.7450605481,3,"[0, 1, 2]",,True,commissioning
13,25,3,2610,0,normal_tightening,1,[0],True,1627,4059603,4061229,1,True,26955.11,26971.37,26955.11,26971.37,16.26,0,0,1626,True,0.01,0.0,0.0099999999984,0.010000000002,100.0,2,"[1, 2]",,True,commissioning
13,25,4,3708,0,normal_tightening,1,[0],True,1472,5633877,5635348,1,True,1995.938,2010.648,1995.938,2010.648,14.71,0,0,1471,True,0.01,1.37251640234e-09,0.00999999999999,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,5,3180,0,normal_tightening,1,[0],True,1721,4847901,4849621,1,True,14882.605,14899.895,14882.605,14899.895,17.29,0,0,1720,True,0.0100523255814,0.0016166450146,0.00999999999476,0.0699999999997,99.4794679005,3,"[0, 1, 2]",,True,commissioning
13,25,6,3152,0,normal_tightening,1,[0],True,1681,4809173,4810853,1,True,14173.278,14190.578,14173.278,14190.578,17.3,0,0,1680,True,0.0102976190476,0.00327791949807,0.0099999999984,0.0799999999999,97.1098265896,3,"[0, 1, 2]",,True,commissioning
13,25,7,2506,0,normal_tightening,1,[0],True,1645,3893761,3895405,1,True,10146.679,10163.139,10146.679,10163.139,16.46,0,0,1644,True,0.0100121654501,0.000348577829259,0.0099999999984,0.0200000000004,99.8784933171,3,"[0, 1, 2]",,True,commissioning
13,25,8,1627,0,normal_tightening,1,[0],True,1266,2520810,2522075,1,True,4168.941,4181.591,4168.941,4181.591,12.65,0,0,1265,True,0.01,0.0,0.0099999999984,0.0100000000011,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,9,3614,0,normal_tightening,1,[0],True,1184,5484594,5485777,1,True,16991.67,17003.5,16991.67,17003.5,11.83,0,0,1183,True,0.01,1.12266870693e-09,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,10,3850,0,normal_tightening,1,[0],True,1552,5854035,5855586,1,True,23140.683,23156.203,23140.683,23156.203,15.52,0,0,1551,True,0.0100064474533,0.000253836488535,0.0099999999984,0.0200000000004,99.9355670103,2,"[1, 2]",,True,commissioning
13,25,11,2468,0,normal_tightening,1,[0],True,1477,3830444,3831920,1,True,9512.339,9527.099,9512.339,9527.099,14.76,0,0,1476,True,0.01,0.0,0.0099999999984,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,12,3332,0,normal_tightening,1,[0],True,1493,5062032,5063524,1,True,11011.55,11027.49,11011.55,11027.49,15.94,0,0,1492,True,0.0106836461126,0.00370698573968,0.0099999999984,0.0500000000011,93.6010037641,3,"[0, 1, 2]",,True,commissioning
13,25,13,929,0,normal_tightening,1,[0],True,1748,1447341,1449088,1,True,3360.44,3377.91,3360.44,3377.91,17.47,0,0,1747,True,0.01,6.37632978038e-10,0.00999999999976,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,14,3456,0,normal_tightening,1,[0],True,1764,5249134,5250897,1,True,1052.464,1070.094,1052.464,1070.094,17.63,0,0,1763,True,0.01,1.52232786997e-09,0.00999999999976,0.0100000000004,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,15,1649,0,normal_tightening,1,[0],True,1641,2554190,2555830,1,True,4502.791,4519.191,4502.791,4519.191,16.4,0,0,1640,True,0.01,3.86105942348e-10,0.0099999999984,0.0100000000011,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,16,1639,0,normal_tightening,1,[0],True,1532,2538662,2540193,1,True,4347.501,4362.811,4347.501,4362.811,15.31,0,0,1531,True,0.01,0.0,0.0099999999984,0.0100000000011,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,17,859,0,normal_tightening,1,[0],True,1743,1339263,1341005,1,True,2277.81,2295.26,2277.81,2295.26,17.45,0,0,1742,True,0.0100172215844,0.000535471589774,0.00999999999976,0.0299999999997,99.8280802292,3,"[0, 1, 2]",,True,commissioning
13,25,18,3510,0,normal_tightening,1,[0],True,1729,5327932,5329660,1,True,1874.594,1891.874,1874.594,1891.874,17.28,0,0,1728,True,0.01,1.51339918375e-09,0.00999999999999,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,19,1374,0,normal_tightening,1,[0],True,1581,2130355,2131935,1,True,8386.784,8404.884,8386.784,8404.884,18.1,0,0,1580,True,0.0114556962025,0.00871677775263,0.0099999999984,0.100000000002,87.2928176796,2,"[1, 2]",,True,commissioning
13,25,20,1969,0,normal_tightening,1,[0],True,1361,3046585,3047945,1,True,7605.875,7619.535,7605.875,7619.535,13.66,0,0,1360,True,0.0100441176471,0.00101363967856,0.00999999999749,0.04,99.560761347,3,"[0, 1, 2]",,True,commissioning
13,25,21,685,0,normal_tightening,1,[0],True,1422,1066835,1068256,1,True,14738.341,14752.551,14738.341,14752.551,14.21,0,0,1421,True,0.01,0.0,0.0099999999984,0.0100000000039,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,22,2428,0,normal_tightening,1,[0],True,1740,3764058,3765797,1,True,8413.449,8430.839,8413.449,8430.839,17.39,0,0,1739,True,0.01,3.39129216578e-05,0.00900000000001,0.0109999999986,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,23,3620,0,normal_tightening,1,[0],True,1684,5492835,5494518,1,True,17074.09,17090.92,17074.09,17090.92,16.83,0,0,1683,True,0.01,0.0,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,24,1531,0,normal_tightening,1,[0],True,1466,2377303,2378768,1,True,1806.684,1821.334,1806.684,1821.334,14.65,0,0,1465,True,0.01,1.37251640234e-09,0.00999999999999,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,25,25,325,0,normal_tightening,1,[0],True,1770,513464,515233,1,True,2411.34,2429.04,2411.34,2429.04,17.7,0,0,1769,True,0.0100056529112,0.000237691306294,0.00999999999976,0.02,99.9435028249,3,"[0, 1, 2]",,True,commissioning
13,50,1,1747,0,normal_tightening,1,[0],True,1524,2704434,2705957,1,True,15805.034,15820.274,15805.034,15820.274,15.24,0,0,1523,True,0.0100065659882,0.000256157704535,0.00999999999658,0.0199999999986,99.9343832021,3,"[0, 1, 2]",,True,commissioning
13,50,2,2292,0,normal_tightening,1,[0],True,1566,3550637,3552202,1,True,14883.59,14899.28,14883.59,14899.28,15.69,0,0,1565,True,0.0100255591054,0.000504913642628,0.00999999999476,0.0200000000059,99.7450605481,3,"[0, 1, 2]",,True,commissioning
13,50,3,2610,0,normal_tightening,1,[0],True,1627,4059603,4061229,1,True,26955.11,26971.37,26955.11,26971.37,16.26,0,0,1626,True,0.01,0.0,0.0099999999984,0.010000000002,100.0,2,"[1, 2]",,True,commissioning
13,50,4,3708,0,normal_tightening,1,[0],True,1472,5633877,5635348,1,True,1995.938,2010.648,1995.938,2010.648,14.71,0,0,1471,True,0.01,1.37251640234e-09,0.00999999999999,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,5,3180,0,normal_tightening,1,[0],True,1721,4847901,4849621,1,True,14882.605,14899.895,14882.605,14899.895,17.29,0,0,1720,True,0.0100523255814,0.0016166450146,0.00999999999476,0.0699999999997,99.4794679005,3,"[0, 1, 2]",,True,commissioning
13,50,6,3152,0,normal_tightening,1,[0],True,1681,4809173,4810853,1,True,14173.278,14190.578,14173.278,14190.578,17.3,0,0,1680,True,0.0102976190476,0.00327791949807,0.0099999999984,0.0799999999999,97.1098265896,3,"[0, 1, 2]",,True,commissioning
13,50,7,2506,0,normal_tightening,1,[0],True,1645,3893761,3895405,1,True,10146.679,10163.139,10146.679,10163.139,16.46,0,0,1644,True,0.0100121654501,0.000348577829259,0.0099999999984,0.0200000000004,99.8784933171,3,"[0, 1, 2]",,True,commissioning
13,50,8,1627,0,normal_tightening,1,[0],True,1266,2520810,2522075,1,True,4168.941,4181.591,4168.941,4181.591,12.65,0,0,1265,True,0.01,0.0,0.0099999999984,0.0100000000011,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,9,3614,0,normal_tightening,1,[0],True,1184,5484594,5485777,1,True,16991.67,17003.5,16991.67,17003.5,11.83,0,0,1183,True,0.01,1.12266870693e-09,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,10,3850,0,normal_tightening,1,[0],True,1552,5854035,5855586,1,True,23140.683,23156.203,23140.683,23156.203,15.52,0,0,1551,True,0.0100064474533,0.000253836488535,0.0099999999984,0.0200000000004,99.9355670103,2,"[1, 2]",,True,commissioning
13,50,11,2468,0,normal_tightening,1,[0],True,1477,3830444,3831920,1,True,9512.339,9527.099,9512.339,9527.099,14.76,0,0,1476,True,0.01,0.0,0.0099999999984,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,12,3332,0,normal_tightening,1,[0],True,1493,5062032,5063524,1,True,11011.55,11027.49,11011.55,11027.49,15.94,0,0,1492,True,0.0106836461126,0.00370698573968,0.0099999999984,0.0500000000011,93.6010037641,3,"[0, 1, 2]",,True,commissioning
13,50,13,929,0,normal_tightening,1,[0],True,1748,1447341,1449088,1,True,3360.44,3377.91,3360.44,3377.91,17.47,0,0,1747,True,0.01,6.37632978038e-10,0.00999999999976,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,14,3456,0,normal_tightening,1,[0],True,1764,5249134,5250897,1,True,1052.464,1070.094,1052.464,1070.094,17.63,0,0,1763,True,0.01,1.52232786997e-09,0.00999999999976,0.0100000000004,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,15,1649,0,normal_tightening,1,[0],True,1641,2554190,2555830,1,True,4502.791,4519.191,4502.791,4519.191,16.4,0,0,1640,True,0.01,3.86105942348e-10,0.0099999999984,0.0100000000011,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,16,1639,0,normal_tightening,1,[0],True,1532,2538662,2540193,1,True,4347.501,4362.811,4347.501,4362.811,15.31,0,0,1531,True,0.01,0.0,0.0099999999984,0.0100000000011,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,17,859,0,normal_tightening,1,[0],True,1743,1339263,1341005,1,True,2277.81,2295.26,2277.81,2295.26,17.45,0,0,1742,True,0.0100172215844,0.000535471589774,0.00999999999976,0.0299999999997,99.8280802292,3,"[0, 1, 2]",,True,commissioning
13,50,18,3510,0,normal_tightening,1,[0],True,1729,5327932,5329660,1,True,1874.594,1891.874,1874.594,1891.874,17.28,0,0,1728,True,0.01,1.51339918375e-09,0.00999999999999,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,19,1374,0,normal_tightening,1,[0],True,1581,2130355,2131935,1,True,8386.784,8404.884,8386.784,8404.884,18.1,0,0,1580,True,0.0114556962025,0.00871677775263,0.0099999999984,0.100000000002,87.2928176796,2,"[1, 2]",,True,commissioning
13,50,20,1969,0,normal_tightening,1,[0],True,1361,3046585,3047945,1,True,7605.875,7619.535,7605.875,7619.535,13.66,0,0,1360,True,0.0100441176471,0.00101363967856,0.00999999999749,0.04,99.560761347,3,"[0, 1, 2]",,True,commissioning
13,50,21,685,0,normal_tightening,1,[0],True,1422,1066835,1068256,1,True,14738.341,14752.551,14738.341,14752.551,14.21,0,0,1421,True,0.01,0.0,0.0099999999984,0.0100000000039,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,22,2428,0,normal_tightening,1,[0],True,1740,3764058,3765797,1,True,8413.449,8430.839,8413.449,8430.839,17.39,0,0,1739,True,0.01,3.39129216578e-05,0.00900000000001,0.0109999999986,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,23,3620,0,normal_tightening,1,[0],True,1684,5492835,5494518,1,True,17074.09,17090.92,17074.09,17090.92,16.83,0,0,1683,True,0.01,0.0,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,24,1531,0,normal_tightening,1,[0],True,1466,2377303,2378768,1,True,1806.684,1821.334,1806.684,1821.334,14.65,0,0,1465,True,0.01,1.37251640234e-09,0.00999999999999,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,25,325,0,normal_tightening,1,[0],True,1770,513464,515233,1,True,2411.34,2429.04,2411.34,2429.04,17.7,0,0,1769,True,0.0100056529112,0.000237691306294,0.00999999999976,0.02,99.9435028249,3,"[0, 1, 2]",,True,commissioning
13,50,26,3848,0,normal_tightening,1,[0],True,1231,5850987,5852217,1,True,23110.183,23122.483,23110.183,23122.483,12.3,0,0,1230,True,0.01,1.13467620043e-09,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,27,3296,0,normal_tightening,1,[0],True,1437,5011744,5013180,1,True,10499.63,10514.43,10499.63,10514.43,14.8,0,0,1436,True,0.0103064066852,0.00285015528318,0.0099999999984,0.0799999999999,97.027027027,2,"[1, 2]",,True,commissioning
13,50,28,1545,0,normal_tightening,1,[0],True,1316,2396475,2397790,1,True,1998.414,2011.564,1998.414,2011.564,13.15,0,0,1315,True,0.01,1.25922423629e-09,0.00999999999999,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,29,803,0,normal_tightening,1,[0],True,1643,1250623,1252265,1,True,17322.267,17338.697,17322.267,17338.697,16.43,0,0,1642,True,0.010006090134,0.000246706810005,0.00999999999476,0.0200000000004,99.9391357273,2,"[1, 2]",,True,commissioning
13,50,30,791,0,normal_tightening,1,[0],True,1323,1232521,1233843,1,True,17137.927,17151.267,17137.927,17151.267,13.34,0,0,1322,True,0.0100907715582,0.00139945618707,0.00999999999476,0.0400000000009,99.1004497751,2,"[1, 2]",,True,commissioning
13,50,31,2872,0,normal_tightening,1,[0],True,1721,4438935,4440655,1,True,10442.094,10459.294,10442.094,10459.294,17.2,0,0,1720,True,0.01,8.71172497695e-10,0.0099999999984,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,32,2380,0,normal_tightening,1,[0],True,2441,3686519,3688959,1,True,6797.608,6822.039,6797.608,6822.039,24.431,0,0,2440,True,0.010012704918,0.000353325041589,0.00900000000001,0.0199999999995,99.8731120298,5,"[0, 1, 2, 3, 4]",,True,commissioning
13,50,33,339,0,normal_tightening,1,[0],True,1311,535472,536782,1,True,2632.62,2645.74,2632.62,2645.74,13.12,0,0,1310,True,0.0100152671756,0.000390433949694,0.00999999999976,0.02,99.8475609756,3,"[0, 1, 2]",,True,commissioning
13,50,34,2170,0,normal_tightening,1,[0],True,1328,3356835,3358162,1,True,12719.431,12732.701,12719.431,12732.701,13.27,0,0,1327,True,0.01,0.0,0.0099999999984,0.0100000000039,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,35,3428,0,normal_tightening,1,[0],True,1372,5209803,5211174,1,True,12588.422,12602.172,12588.422,12602.172,13.75,0,0,1371,True,0.0100291757841,0.000853547524246,0.0099999999984,0.0400000000009,99.7090909091,3,"[0, 1, 2]",,True,commissioning
13,50,36,2079,0,normal_tightening,1,[0],True,1822,3216001,3217822,1,True,19535.027,19553.237,19535.027,19553.237,18.21,0,0,1821,True,0.01,0.0,0.0099999999984,0.010000000002,100.0,2,"[1, 2]",,True,commissioning
13,50,37,951,0,normal_tightening,1,[0],True,1352,1479003,1480354,1,True,1166.474,1179.984,1166.474,1179.984,13.51,0,0,1351,True,0.01,1.28584925751e-09,0.00999999999976,0.0100000000004,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,38,515,0,normal_tightening,1,[0],True,1400,808345,809744,1,True,6387.625,6401.625,6387.625,6401.625,14.0,0,0,1399,True,0.0100071479628,0.000267261173599,0.00999999999749,0.0199999999986,99.9285714286,3,"[0, 1, 2]",,True,commissioning
13,50,39,1300,0,normal_tightening,1,[0],True,1303,2017494,2018796,1,True,6859.625,6872.645,6859.625,6872.645,13.02,0,0,1302,True,0.01,0.0,0.00999999999749,0.0100000000029,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,40,3286,0,normal_tightening,1,[0],True,1500,4996300,4997799,1,True,10341.69,10356.93,10341.69,10356.93,15.24,0,0,1499,True,0.0101667778519,0.00172458298794,0.0099999999984,0.0400000000009,98.3595800525,3,"[0, 1, 2]",,True,commissioning
13,50,41,1763,0,normal_tightening,1,[0],True,1416,2728278,2729693,1,True,16043.674,16057.824,16043.674,16057.824,14.15,0,0,1415,True,0.01,0.0,0.00999999999658,0.0100000000039,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,42,1261,0,normal_tightening,1,[0],True,1726,1956990,1958715,1,True,10033.945,10051.325,10033.945,10051.325,17.38,0,0,1725,True,0.0100753623188,0.00104679023506,0.0099999999984,0.0300000000007,99.252013809,2,"[1, 2]",,True,commissioning
13,50,43,54,0,normal_tightening,1,[0],True,1762,79836,81597,1,True,21982.98,22000.62,21982.98,22000.62,17.64,0,0,1761,True,0.0100170357751,0.000412392450919,0.0099999999984,0.0200000000004,99.8299319728,3,"[0, 1, 2]",,True,commissioning
13,50,44,239,0,normal_tightening,1,[0],True,1775,377451,379225,1,True,21072.318,21090.058,21072.318,21090.058,17.74,0,0,1774,True,0.01,0.0,0.00999999999476,0.010000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,50,45,100,0,normal_tightening,1,[0],True,1865,158784,160648,1,True,22773.64,22792.35,22773.64,22792.35,18.71,0,0,1864,True,0.0100375536481,0.000693846050289,0.0099999999984,0.0299999999988,99.6258685195,2,"[1, 2]",,True,commissioning
13,50,46,2500,0,normal_tightening,1,[0],True,1353,3884331,3885683,1,True,10051.859,10065.399,10051.859,10065.399,13.54,0,0,1352,True,0.0100147928994,0.000384330800476,0.0099999999984,0.0200000000004,99.8522895126,3,"[0, 1, 2]",,True,commissioning
13,50,47,4092,0,normal_tightening,1,[0],True,1679,6244193,6245871,1,True,11599.089,11616.309,11599.089,11616.309,17.22,0,0,1678,True,0.0102622169249,0.00167086521173,0.0099999999984,0.0299999999988,97.4448315912,3,"[0, 1, 2]",,True,commissioning
13,50,48,2164,0,normal_tightening,1,[0],True,1374,3348468,3349841,1,True,12635.401,12649.261,12635.401,12649.261,13.86,0,0,1373,True,0.0100946831755,0.00196244626146,0.0099999999984,0.0699999999961,99.0620490621,2,"[1, 2]",,True,commissioning
13,50,49,3204,0,normal_tightening,1,[0],True,1828,4879156,4880983,1,True,15198.175,15216.635,15198.175,15216.635,18.46,0,0,1827,True,0.0101039956212,0.00191217125875,0.00999999999476,0.0599999999995,98.9707475623,3,"[0, 1, 2]",,True,commissioning
13,50,50,2844,0,normal_tightening,1,[0],True,1724,4399920,4401643,1,True,10051.944,10069.174,10051.944,10069.174,17.23,0,0,1723,True,0.01,8.8659267708e-10,0.0099999999984,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
13,100,1,1747,0,normal_tightening,1,[0],True,1524,2704434,2705957,1,True,15805.034,15820.274,15805.034,15820.274,15.24,0,0,1523,True,0.0100065659882,0.000256157704535,0.00999999999658,0.0199999999986,99.9343832021,3,"[0, 1, 2]",,True,commissioning
13,100,2,2292,0,normal_tightening,1,[0],True,1566,3550637,3552202,1,True,14883.59,14899.28,14883.59,14899.28,15.69,0,0,1565,True,0.0100255591054,0.000504913642628,0.00999999999476,0.0200000000059,99.7450605481,3,"[0, 1, 2]",,True,commissioning
13,100,3,2610,0,normal_tightening,1,[0],True,1627,4059603,4061229,1,True,26955.11,26971.37,26955.11,26971.37,16.26,0,0,1626,True,0.01,0.0,0.0099999999984,0.010000000002,100.0,2,"[1, 2]",,True,commissioning
13,100,4,3708,0,normal_tightening,1,[0],True,1472,5633877,5635348,1,True,1995.938,2010.648,1995.938,2010.648,14.71,0,0,1471,True,0.01,1.37251640234e-09,0.00999999999999,0.0100000000002,100.0,3,"[0, 1, 2]",,True,commissioning
