seed,commissioning_n,selection_rank,sample_nr,label,label_name,unique_label_count,labels_json,has_single_label,row_count,first_global_row,last_global_row,contiguous_segment_count,rows_are_contiguous,first_timestamp,last_timestamp,minimum_timestamp,maximum_timestamp,duration_seconds,timestamp_decrease_count,timestamp_equal_count,positive_delta_count,timestamps_monotonic_nondecreasing,mean_positive_delta_seconds,std_positive_delta_seconds,minimum_positive_delta_seconds,maximum_positive_delta_seconds,estimated_sampling_rate_hz,runtime_state_count,runtime_states_json,exclusion_reason,protocol_eligible,partition
-1,-1,1,1,5,supplementary_operation,1,[5],True,2004,0,2003,1,True,21182.84,21202.91,21182.84,21202.91,20.07,0,0,2003,True,0.0100199700449,0.00054694777747,0.0099999999984,0.0299999999988,99.8006975585,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,2,3,5,supplementary_operation,1,[5],True,1544,3359,4902,1,True,21216.63,21232.12,21216.63,21232.12,15.49,0,0,1543,True,0.0100388852884,0.00062236710893,0.0099999999984,0.0200000000004,99.6126533247,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,3,5,5,supplementary_operation,1,[5],True,1520,6152,7671,1,True,21244.64,21259.83,21244.64,21259.83,15.19,0,0,1519,True,0.01,5.58308270214e-10,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,4,7,5,supplementary_operation,1,[5],True,1440,8849,10288,1,True,21271.61,21286.01,21271.61,21286.01,14.4,0,0,1439,True,0.0100069492703,0.000263523074729,0.0099999999984,0.0200000000004,99.9305555556,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,5,9,5,supplementary_operation,1,[5],True,1427,11643,13069,1,True,21299.56,21313.82,21299.56,21313.82,14.26,0,0,1426,True,0.01,7.63386316167e-10,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,6,11,5,supplementary_operation,1,[5],True,1462,14459,15920,1,True,21327.73,21342.36,21327.73,21342.36,14.63,0,0,1461,True,0.0100136892539,0.000369736586904,0.0099999999984,0.0200000000004,99.8632946001,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,7,13,5,supplementary_operation,1,[5],True,1540,17278,18817,1,True,21356.15,21371.54,21356.15,21371.54,15.39,0,0,1539,True,0.01,4.65661287308e-10,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,8,15,5,supplementary_operation,1,[5],True,1549,20087,21635,1,True,21384.31,21400.01,21384.31,21400.01,15.7,0,0,1548,True,0.010142118863,0.00133738093247,0.0099999999984,0.0300000000025,98.5987261147,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,9,17,5,supplementary_operation,1,[5],True,1478,22899,24376,1,True,21412.71,21427.54,21412.71,21427.54,14.83,0,0,1477,True,0.0100406228842,0.000636064952313,0.0099999999984,0.0200000000004,99.5954146999,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,10,19,5,supplementary_operation,1,[5],True,1479,25619,27097,1,True,21440.03,21454.82,21440.03,21454.82,14.79,0,0,1478,True,0.0100067658999,0.000260025424242,0.0099999999984,0.0200000000004,99.9323867478,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,11,21,5,supplementary_operation,1,[5],True,1388,28292,29679,1,True,21466.93,21480.9,21466.93,21480.9,13.97,0,0,1387,True,0.0100720980534,0.00100208513488,0.0099999999984,0.0299999999988,99.2841803865,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,12,23,5,supplementary_operation,1,[5],True,1397,31066,32462,1,True,21494.77,21508.74,21494.77,21508.74,13.97,0,0,1396,True,0.0100071633238,0.000267547985643,0.0099999999984,0.0200000000004,99.9284180386,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,13,25,5,supplementary_operation,1,[5],True,1510,34141,35650,1,True,21525.53,21540.63,21525.53,21540.63,15.1,0,0,1509,True,0.0100066269052,0.000257342449832,0.0099999999984,0.0200000000004,99.9337748344,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,14,27,5,supplementary_operation,1,[5],True,1512,37365,38876,1,True,21557.8,21572.93,21557.8,21572.93,15.13,0,0,1511,True,0.0100132362674,0.00036357595481,0.0099999999984,0.0200000000004,99.8678122934,3,"[0, 1, 2]",supplementary_operation,False,excluded
-1,-1,15,29,5,supplementary_operation,1,[5],True,1543,40173,41715,1,True,21585.9,21601.32,21585.9,21601.32,15.42,0,0,1542,True,0.01,4.79992668333e-10,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",supplementary_operation,False,excluded
