seed,commissioning_n,selection_rank,sample_nr,label,label_name,unique_label_count,labels_json,has_single_label,row_count,first_global_row,last_global_row,contiguous_segment_count,rows_are_contiguous,first_timestamp,last_timestamp,minimum_timestamp,maximum_timestamp,duration_seconds,timestamp_decrease_count,timestamp_equal_count,positive_delta_count,timestamps_monotonic_nondecreasing,mean_positive_delta_seconds,std_positive_delta_seconds,minimum_positive_delta_seconds,maximum_positive_delta_seconds,estimated_sampling_rate_hz,runtime_state_count,runtime_states_json,exclusion_reason,protocol_eligible,partition
-1,-1,1,2696,0,normal_tightening,1,[0],True,1491,4200588,4202078,1,True,28366.31,28381.24,28366.31,28381.24,14.93,0,0,1490,True,0.0100201342282,0.000578934437246,0.0099999999984,0.0299999999988,99.7990622907,3,"[0, 1, 2]",,True,calibration
-1,-1,2,2095,0,normal_tightening,1,[0],True,1489,3239254,3240742,1,True,20220.361,20235.241,20220.361,20235.241,14.88,0,0,1488,True,0.01,3.6661778771e-05,0.0089999999982,0.0109999999986,100.0,3,"[0, 1, 2]",,True,calibration
-1,-1,3,201,0,normal_tightening,1,[0],True,1822,317692,319513,1,True,19535.027,19553.237,19535.027,19553.237,18.21,0,0,1821,True,0.01,0.0,0.0099999999984,0.010000000002,100.0,2,"[1, 2]",,True,calibration
-1,-1,4,2510,0,normal_tightening,1,[0],True,1634,3900650,3902283,1,True,10215.629,10231.959,10215.629,10231.959,16.33,0,0,1633,True,0.01,6.26915694114e-10,0.0099999999984,0.0100000000002,100.0,2,"[1, 2]",,True,calibration
-1,-1,5,2063,0,normal_tightening,1,[0],True,1811,3189552,3191362,1,True,19270.457,19288.557,19270.457,19288.557,18.1,0,0,1810,True,0.01,0.0,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",,True,calibration
-1,-1,6,2105,0,normal_tightening,1,[0],True,1788,3254788,3256575,1,True,20375.791,20393.661,20375.791,20393.661,17.87,0,0,1787,True,0.01,3.34543596683e-05,0.0089999999982,0.0109999999986,100.0,3,"[0, 1, 2]",,True,calibration
-1,-1,7,1663,0,normal_tightening,1,[0],True,1365,2574370,2575734,1,True,13635.229,13648.869,13635.229,13648.869,13.64,0,0,1364,True,0.01,0.0,0.00999999999658,0.0100000000039,100.0,3,"[0, 1, 2]",,True,calibration
-1,-1,8,159,0,normal_tightening,1,[0],True,1710,253289,254998,1,True,18890.727,18907.827,18890.727,18907.827,17.1,0,0,1709,True,0.0100058513751,0.000241825375315,0.0099999999984,0.0200000000004,99.9415204678,3,"[0, 1, 2]",,True,calibration
-1,-1,9,1777,0,normal_tightening,1,[0],True,1280,2749512,2750791,1,True,16376.84,16389.67,16376.84,16389.67,12.83,0,0,1279,True,0.0100312744331,0.000558360314976,0.00999999999476,0.0200000000004,99.6882307093,2,"[1, 2]",,True,calibration
-1,-1,10,3820,0,normal_tightening,1,[0],True,1608,5809531,5811138,1,True,21831.635,21847.705,21831.635,21847.705,16.07,0,0,1607,True,0.01,2.01637252184e-10,0.0099999999984,0.010000000002,100.0,3,"[0, 1, 2]",,True,calibration
